name,created,source,address,rating,number_of_reviews,location_point,about,tags,main_photo_url,order_page,curated,is_free,price
Eigen + Art,2021-10-28 09:48:26.747069,GoogleMaps,"Auguststraße 26, 10117 Berlin, Germany",4.6,52,"('SRID=4326;POINT (13.397119799999999 52.5269196)',)","Contemporary & conceptual art gallery. Gallery in former school, hosting temporary exhibitions of international contemporary artists' work.",Art,https://lh5.googleusercontent.com/p/AF1QipPzcbgV8KHEmaVNhsLbW0jPw4FpGyu0AUvyyzkN=w480-h642-k-no,,False,True,
Reichstag Building,2021-10-28 09:50:08.426886,GoogleMaps,"Platz der Republik 1, 11011 Berlin, Germany",4.6,7661,"('SRID=4326;POINT (13.376187199999999 52.5186202)',)","Historic, glass-domed home of parliament. Neo-Renaissance parliament building topped by a Norman Foster glass dome with 360-degree city views.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNkWnMgk5kxcb494R4qql8yyUTVv2t5KxD5v6_Y=w732-h552-k-no,,False,True,
Berlin Wall Memorial,2021-10-28 09:50:08.426886,GoogleMaps,"Bernauer Str. 111, 13355 Berlin, Germany",4.6,33662,"('SRID=4326;POINT (13.3901898 52.535052099999994)',)",Conserved part of city wall & exhibition. Commemorative stretch of the historic divide with a preserved section of original wall and memorial.,"Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNphvShvjubOz2xHHekd6iAXKTwFvrYstb6A1Ap=w732-h552-k-no,,False,True,
Memorial to the Murdered Jews of Europe,2021-10-28 09:50:08.426886,GoogleMaps,"Cora-Berliner-Straße 1, 10117 Berlin, Germany",4.6,39846,"('SRID=4326;POINT (13.3787127 52.5139474)',)","2,711 columns commemorating Holocaust. 2,711 columns forming a vast mazelike Holocaust memorial, with an underground exhibition room.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNCq2IzQBQZi9a68ZZYd5ie6vfydfxThXY2L7E3=w990-h552-k-no,,False,True,
Tränenpalast,2021-10-28 09:50:08.426886,GoogleMaps,"Reichstagufer 17, 10117 Berlin, Germany",4.6,3668,"('SRID=4326;POINT (13.3869829 52.520770999999996)',)","Exhibition on life in the divided Berlin. An old border crossing point, now housing a permanent exhibition on daily life in divided Germany.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNvG7B3Yu0oxdsfDPS4g_cSQEPQTrEur3FNYcfZ=w846-h552-k-no,,False,True,
World Time Clock,2021-10-28 09:50:08.426886,GoogleMaps,"Alexanderpl. 1, 10178 Berlin, Germany",4.4,5171,"('SRID=4326;POINT (13.413297 52.5211743)',)","Landmark clock in a public square. Huge clock split into 24 sections & showing the time around the world, built in the 1960s.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOgrl7fFDWk1KL2WgtQu-K9uSH04nnwfl7q1lb4=w828-h552-k-no,,False,True,
DDR Museum,2021-10-28 09:50:08.426886,GoogleMaps,"Karl-Liebknecht-Str. 1, 10178 Berlin, Germany",4.3,17863,"('SRID=4326;POINT (13.402733099999999 52.519607699999995)',)",Interactive museum of East German life. Everyday life in pre-unified Germany showcased in museum of interactive exhibits.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipNnxJwBaGCBd3EPvNd8WMBiyTCi-Hj1IcJZh2OF=w978-h552-k-no,,False,True,
Neues Museum,2021-10-28 09:50:08.426886,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.5,8548,"('SRID=4326;POINT (13.397646199999999 52.520134899999995)',)",Museum of ancient art & archaeology. Grand 19th-century museum with collections of Egyptian artwork & prehistoric archaeology.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipM__2YzQTQgX6ylvtE1OgBRHPR_5TK3jyO0bKc=w480-h636-k-no,,False,True,
"Memorial to May 10, 1933 Nazi Book Burning",2021-10-28 09:50:08.426886,GoogleMaps,"Bebelpl. 1, 10117 Berlin, Germany",4.6,1738,"('SRID=4326;POINT (13.393928599999999 52.516506799999995)',)","Memorial site of a Nazi book burning. Sunken monument with empty shelves, marking the site of approximately 20,000 books burned by Nazis.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipM2X8prQVrjO4KZKholw7EzoMDVaG2DdsImulA6=w732-h552-k-no,,False,True,
Führerbunker,2021-10-28 09:50:08.426886,GoogleMaps,"Gertrud-Kolmar-Straße 14, 10117 Berlin, Germany",3.8,149,"('SRID=4326;POINT (13.3805529 52.513425399999996)',)",Tours about Hitler's place of death. Guided tours & exhibitions on the underground bunker where Adolf Hitler spent his last days.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipNybu-I9_zUIqBKnDtDbD9tQrj4kaUZcFfHf6Lb=w978-h552-k-no,,False,True,
Bode Museum,2021-10-28 09:50:08.426886,GoogleMaps,"Am Kupfergraben, 10117 Berlin, Germany",4.5,4494,"('SRID=4326;POINT (13.3942567 52.5218937)',)","Sculpture & Byzantine art collections. Riverside museum of sculpture & Byzantine art, with regular exhibitions & events, plus a shop.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipMfP_3nm6tf-2etjoa5mBKMlWjdimchib5Q-_SL=w828-h552-k-no,,False,True,
Altes Museum,2021-10-28 09:50:08.426886,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.6,3693,"('SRID=4326;POINT (13.3987445 52.5194665)',)","Displays of Greek & Roman artifacts. Landmark neoclassical building with 18 columns & rotunda, with displays of Roman & Greek artifacts.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNPhsqp1O8X57IpAWd9pLe7X2Kqk-dfpihRiykl=w480-h636-k-no,,False,True,
Zeughaus,2021-10-28 09:50:08.426886,GoogleMaps,"Unter den Linden 2, 10117 Berlin, Germany",4.5,645,"('SRID=4326;POINT (13.396962799999999 52.518111399999995)',)",17th-century German Historical Museum. Unter den Linden's oldest building in a former arsenal containing European history exhibits.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOc9F0vNTWIrLEfrzCOetQFVreOBH1C8eM1cybL=w732-h552-k-no,,False,True,
David Hasselhoff Museum,2021-10-28 09:50:09.218703,GoogleMaps,"Weinbergsweg 1A, 10119 Berlin, Germany",4.6,75,"('SRID=4326;POINT (13.401921999999999 52.530133299999996)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipPN865VSutclZQ6WkSWGjkoZvLtc44GhHP7yhQ_=w732-h552-k-no,,False,True,
Bellevue Palace,2021-10-28 09:50:12.159593,GoogleMaps,"Spreeweg 1, 10557 Berlin, Germany",4.5,2470,"('SRID=4326;POINT (13.3527928 52.5175726)',)","Grand, classical presidential residence. Neoclassical, white palatial home of the German president with 3 wings built in 1786.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipPA_gwaCEt5cYDEZ1IFuSu8Xu54f8ROg4IiC9Qh=w732-h552-k-no,,False,True,
Visitor center of the Berlin Wall Memorial,2021-10-28 09:50:12.159593,GoogleMaps,"Bernauer Str. 119, 13355 Berlin, Germany",4.5,1122,"('SRID=4326;POINT (13.3874468 52.533777199999996)',)","Exhibits on history of the Berlin Wall. Multimedia exhibition on Berlin's division & its infamous wall, plus access to the memorial.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipMypqHKJof39_akPM5RLSDw4A6yAIg3-L22A3a9=w846-h552-k-no,,False,True,
Jewish Museum Berlin,2021-10-28 09:50:12.159593,GoogleMaps,"Lindenstraße 9-14, 10969 Berlin, Germany",4.2,11867,"('SRID=4326;POINT (13.3954469 52.5023115)',)","German-Jewish history & culture. Striking, contemporary building with exhibits tracing German-Jewish history and Holocaust memorial.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipMLMF2pvgXlObrJzSswHdsrSQPJB6oyn5Y3Ul17=w732-h552-k-no,,False,True,
Soviet War Memorial Tiergarten,2021-10-28 09:50:12.160594,GoogleMaps,"Str. des 17. Juni 4, 10557 Berlin, Germany",4.5,3934,"('SRID=4326;POINT (13.3719287 52.5166259)',)",Soviet war memorial with artillery. Soviet memorial with tanks & howitzers commemorating soldiers killed in the Battle of Berlin.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipNjd8yvqJvtYxemsfJP_b_wOSL88pJcMSo8dtb-=w732-h552-k-no,,False,True,
Magnus-Haus,2021-10-28 09:50:12.941752,GoogleMaps,"Am Kupfergraben, 10117 Berlin, Germany",4.7,75,"('SRID=4326;POINT (13.395495499999999 52.519689199999995)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOehZ2bg23oLMF6F2-a7ZTnbL8473fwdlRfJ8yM=w978-h552-k-no,,False,True,
Geschichtspark Ehemaliges Zellengefängnis Moabit,2021-10-28 09:50:12.941752,GoogleMaps,"Lehrter Str. 5B, 10557 Berlin, Germany",4.1,291,"('SRID=4326;POINT (13.3660844 52.5273405)',)","Landmark park on site of former prison. The site of a former prison, this historic park features a sculpture reproduction of 1 of the cells.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipN4nZn3wizKzfB7pJba9kjjfzQr9cp-0qlP6w4g=w732-h552-k-no,,False,True,
Haus Schwarzenberg,2021-10-28 09:50:13.389794,GoogleMaps,"Rosenthaler Str. 39, 10178 Berlin, Germany",4.7,310,"('SRID=4326;POINT (13.4025351 52.524217799999995)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipPkMQsBqSgnmMyiEMbXQ0j3y_cHlM_WOA_4iEGC=w732-h552-k-no,,False,True,
Room of Silence,2021-10-28 09:50:13.389794,GoogleMaps,"Pariser Platz 7, 10117 Berlin, Germany",4.7,135,"('SRID=4326;POINT (13.3779107 52.516521399999995)',)","Serene, silent room in a historical gate. Within Brandenburg Gate, this silent room offers a tranquil respite from the bustling crowds.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipO-es1gKfKt05xSI276wfDDJLohMik1aMBzj40C=w552-h552-k-no,,False,True,
Charlottenburg Palace,2021-10-28 09:50:13.389794,GoogleMaps,"Spandauer Damm 10-22, 14059 Berlin, Germany",4.5,19418,"('SRID=4326;POINT (13.2956165 52.5209319)',)","Riverside 17th century castle & gardens. Baroque summer palace with huge gardens & rooms packed with paintings, tapestries & porcelain.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipP52FjxlB_k_EljJEP63kOaOEbPNjcIbl81UmTy=w732-h552-k-no,,False,True,
Bötzow Berlin GmbH & Co. KG,2021-10-28 09:50:14.148531,GoogleMaps,"Prenzlauer Allee 242, 10405 Berlin, Germany",4.4,75,"('SRID=4326;POINT (13.417477 52.530445)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipMNd9adllKzsR04nyObAXXYG-7vGoVwb91-Z2MP=w978-h552-k-no,,False,True,
Flak Tower III Humboldthain,2021-10-28 09:50:14.148531,GoogleMaps,"Hochstraße 5, 13357 Berlin, Germany",4.5,1478,"('SRID=4326;POINT (13.385083499999999 52.5474939)',)","Anti-aircraft gun tower from WWII. Remains of a World War II anti-aircraft gun blockhouse tower, with city views & tours available.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipO-yj5QHCpIwUYzmJvcr0kvL55b0boA8MBzgB1m=w732-h552-k-no,,False,True,
Fichtebunker,2021-10-28 09:50:14.148531,GoogleMaps,"Fichtestraße 6, 10967 Berlin, Germany",4.6,726,"('SRID=4326;POINT (13.412911099999999 52.490352599999994)',)",Tours of underground bunkers from WWII. Museum of underground bunkers & the history of air raid shelters used during World War II.,"Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipPIsN5-459NW2Q4FDpu7qavvDoDSOu8mzUy1RZ-=w738-h552-k-no,,False,True,
German Chancellery,2021-10-28 09:50:14.148531,GoogleMaps,"Willy-Brandt-Straße 1, 10557 Berlin, Germany",3.8,798,"('SRID=4326;POINT (13.3692701 52.520162799999994)',)",Modern building housing government. The chancellor's executive offices are housed in this hyper-modern government building.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipM8HvCnuXJPCj_ZIvnMamMqMIBrrmMoeSv9cOFe=w732-h552-k-no,,False,True,
Kollwitzplatz,2021-10-28 09:50:14.162060,GoogleMaps,"Kollwitzstraße 1, 10405 Berlin, Germany",4.3,2402,"('SRID=4326;POINT (13.4169339 52.5363177)',)","Square named after artist Käthe Kollwitz. Square named after artist & former resident Käthe Kollwitz, with a replica of one of her sculptures.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOhxcZZFPn9-v7p94Z9AnIqTG0gjbpb-2v5_U_c=w732-h552-k-no,,False,True,
Haus der Statistik Haus D,2021-10-28 09:50:14.162060,GoogleMaps,"Otto-Braun-Straße 70-72, 10178 Berlin, Germany",4.3,122,"('SRID=4326;POINT (13.4190651 52.5235026)',)","Street art around a GDR-era building. Former House of Statistics for East German authorities built in 1970, now with vivid facade murals.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipObNYM4m1cnAdQNFjyqzcZ_QAe_TUkq_wIO3Li5=w732-h552-k-no,,False,True,
Tempelhof Airport,2021-10-28 09:50:14.162060,GoogleMaps,"Platz d. Luftbrücke 5, 12101 Berlin, Germany",4.5,4041,"('SRID=4326;POINT (13.389066099999999 52.482495)',)","Old military airport now a park & museum. Former military airport now a park, museum & events space, with several themed guided tours.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOteSVCsu8fs-V9ln_YssagG9W_UUhBW7k2C3Zm=w732-h552-k-no,,False,True,
Humboldthain,2021-10-28 09:50:14.162060,GoogleMaps,"Brunnenstraße, 13357 Berlin, Germany",4.4,2393,"('SRID=4326;POINT (13.3847715 52.5452109)',)","Park with a pool & a water garden. Park featuring an outdoor swimming pool, a water garden, a playground & a toboggan hill.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipPDHFq4RzI2h_osCNGtAZBHcwwpJIO9QsiFk5lZ=w732-h552-k-no,,False,True,
Kollwitzplatz,2021-10-28 09:50:15.704235,GoogleMaps,"Kollwitzstraße 1, 10405 Berlin, Germany",4.3,2402,"('SRID=4326;POINT (13.4169339 52.5363177)',)","Square named after artist Käthe Kollwitz. Square named after artist & former resident Käthe Kollwitz, with a replica of one of her sculptures.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOhxcZZFPn9-v7p94Z9AnIqTG0gjbpb-2v5_U_c=w732-h552-k-no,,False,True,
Hochbunker Pallasstraße,2021-10-28 09:50:15.715423,GoogleMaps,"Pallasstraße 28, 10781 Berlin, Germany",4.4,51,"('SRID=4326;POINT (13.359200699999999 52.4940515)',)",WWII bunker built by forced labor. This 4-story bunker was built by forced labor during WWII & is now a monument & exhibition space.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipPvuY78UIYMDtbukV5uu9HLB74zvzikzKFh5X3e=w732-h552-k-no,,False,True,
House of the Wannsee Conference,2021-10-28 09:50:17.250158,GoogleMaps,"Am Großen Wannsee 56-58, 14109 Berlin, Germany",4.6,1930,"('SRID=4326;POINT (13.165461299999999 52.432919299999995)',)","Holocaust memorial museum in Nazi villa. Lakeside villa where Nazis planned the annihilation of European Jewry, now a memorial museum.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNnrYonO6HxwDNHskSGBh2OeznfoiECbTnne6Mn=w480-h636-k-no,,False,True,
The Fort Hahneberg,2021-10-28 09:50:19.591886,GoogleMaps,"Hahnebergweg 50, 13591 Berlin, Germany",4.6,275,"('SRID=4326;POINT (13.139247 52.522205)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipNik7_dndGavV6i5DyfJNNB2cXfi5myCMk_o0oJ=w732-h552-k-no,,False,True,
Hochbunker Pallasstraße,2021-10-28 09:50:19.592877,GoogleMaps,"Pallasstraße 28, 10781 Berlin, Germany",4.4,51,"('SRID=4326;POINT (13.359200699999999 52.4940515)',)",WWII bunker built by forced labor. This 4-story bunker was built by forced labor during WWII & is now a monument & exhibition space.,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipPvuY78UIYMDtbukV5uu9HLB74zvzikzKFh5X3e=w732-h552-k-no,,False,True,
Platform 17 Memorial,2021-10-28 09:50:19.593875,GoogleMaps,"Am Bahnhof Grunewald, 14193 Berlin, Germany",4.6,720,"('SRID=4326;POINT (13.2648949 52.4890098)',)","Holocaust monument at a train station. Series of iron plates at Grunewald Station marking the tragic deportation of 50,000+ Jews.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNpJOVl4XhcUImgUFuP0wfK2LQAcob2VVsflrlj=w732-h552-k-no,,False,True,
Kollwitzplatz,2021-10-28 09:50:19.593875,GoogleMaps,"Kollwitzstraße 1, 10405 Berlin, Germany",4.3,2402,"('SRID=4326;POINT (13.4169339 52.5363177)',)","Square named after artist Käthe Kollwitz. Square named after artist & former resident Käthe Kollwitz, with a replica of one of her sculptures.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipNZknhJSVSH5wfrYpFTiAn10jFCKE_MLFtEB3h-=w480-h636-k-no,,False,True,
Plötzensee monument,2021-10-28 09:50:20.382022,GoogleMaps,"Hüttigpfad 16, 13627 Berlin, Germany",4.3,242,"('SRID=4326;POINT (13.32237 52.5407)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOEhK3YOgQ1_X4_ljBN-o9f5eT0srBeOh8zReFL=w732-h552-k-no,,False,True,
New pavilion in the palace garden of Charlottenburg,2021-10-28 09:50:21.208062,GoogleMaps,"Spandauer Damm 10-22, 14059 Berlin, Germany",4.6,61,"('SRID=4326;POINT (13.299207 52.521324)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOtwer5atXuHZITN4xI1kqa7HG8i_g39tO7mBba=w828-h552-k-no,,False,True,
Securitas Sicherheitsdienst,2021-10-28 09:50:25.305640,GoogleMaps,"Potsdamer Str. 88, 10785 Berlin, Germany",4,95,"('SRID=4326;POINT (13.365035899999999 52.5028977)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipMbaZeIUysOaoszj5KyvJMH07QG0_rlE6oKQ0wM=w978-h552-k-no,,False,True,
Hampton by Hilton Berlin City West,2021-10-28 09:50:25.305640,GoogleMaps,"Uhlandstraße 188-189, 10623 Berlin, Germany",4.4,2040,"('SRID=4326;POINT (13.325863799999999 52.504977499999995)',)","Modern hotel with free breakfast. Casual rooms, some with balconies, in a contemporary hotel offering a bar & free breakfast.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipN35UetfqCPJNKSfx_swRUgO_btZwj_pB4JsrGN=w828-h552-k-no,,False,True,
Hotel Kaiser,2021-10-28 09:50:25.306645,GoogleMaps,"Kaiserdamm 6, 14057 Berlin, Germany",3.8,329,"('SRID=4326;POINT (13.292898 52.510951899999995)',)",Relaxed budget hotel with free breakfast. Simple rooms in a laid-back budget hotel offering free Wi-Fi & a breakfast buffet.,Historic Sites,//lh6.googleusercontent.com/proxy/rgccc_gyGsjbsJ1hYS-tZAa6ceS5WWeTfAe8ej1bmx4PU5RCenxcwEIibHMv3rrv6nGFQkDQIxVOsG9WUAvNF2rMtY7uf7cdKaOpAhCJG3uZwwU736EzUXrvYaVQwUbluexvfgsTVWOTPq9PP2vKYIv6HWG3ug=w1002-h552-k-no,,False,True,
Henry Ford Building,2021-10-28 09:50:26.115114,GoogleMaps,"Henry Ford Building, Garystraße 35, 14195 Berlin, Germany",4.3,241,"('SRID=4326;POINT (13.2787586 52.4479001)',)",,Historic Sites,https://lh5.googleusercontent.com/p/AF1QipM6qYhOhFbAUh461d65v0z9CQ2WzPxaA8YSc3G1=w948-h552-k-no,,False,True,
Museum Island,2021-10-28 09:50:27.918641,GoogleMaps,"Berlin, Germany",4.7,1896,"('SRID=4326;POINT (13.4018997 52.5169328)',)","Small river island with 5 museums. Small island in the Spree River, home to a unique ensemble of 5 renowned museums.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNvf3ZuKnoqUhLplzxEr1E69byI_lE0Rc92NQfl=w732-h552-k-no,,False,True,
Hotel NH Collection Berlin Friedrichstrasse,2021-10-28 09:50:29.618250,GoogleMaps,"Friedrichstraße 96, 10117 Berlin, Germany",4.5,2115,"('SRID=4326;POINT (13.388729999999999 52.519628999999995)',)","Modern lodging with a restaurant/bar. Modern lodging with free WiFi, plus an exercise room & a restaurant/bar serving international fare.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipOXAwM5XUXQ0aupIqQQciBxY-jsCGHgxQpAxe3w=w978-h552-k-no,,False,True,
Museum Island,2021-10-28 09:50:33.372809,GoogleMaps,"Berlin, Germany",4.7,1896,"('SRID=4326;POINT (13.4018997 52.5169328)',)","Small river island with 5 museums. Small island in the Spree River, home to a unique ensemble of 5 renowned museums.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNvf3ZuKnoqUhLplzxEr1E69byI_lE0Rc92NQfl=w732-h552-k-no,,False,True,
Hotel Adlon Kempinski Berlin,2021-10-28 09:50:33.372809,GoogleMaps,"Unter den Linden 77, 10117 Berlin, Germany",4.7,3930,"('SRID=4326;POINT (13.379944199999999 52.5160431)',)","Luxe lodging with refined dining & a spa. Upmarket hotel featuring 4 restaurants, a gym & a spa with an indoor pool, plus a bar & a terrace.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNUhtun4odxu7g8VNTBWVH3Yd-I9q9g5REF82ET=w828-h552-k-no,,False,True,
Kraftwerk Berlin,2021-10-28 09:50:34.343573,GoogleMaps,"Köpenicker Str. 70, 10179 Berlin, Germany",4.7,1054,"('SRID=4326;POINT (13.420320199999999 52.510479399999994)',)",,"Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNMocZzjf6C6mjWbYQmO4uC2m0s3YEF7DHnV1_X=w828-h552-k-no,,False,True,
Old CCCP,2021-10-28 09:50:43.881894,GoogleMaps,"Torstraße 58, 10119 Berlin, Germany",3.9,375,"('SRID=4326;POINT (13.4088081 52.528701899999994)',)",,Nightlife,https://lh5.googleusercontent.com/p/AF1QipMTgzxlNpI8mS9K_m0Lxi0gnUvUv-NbxTq6aI41=w732-h552-k-no,,False,True,
Eschschloraque,2021-10-28 09:50:44.849827,GoogleMaps,"Rosenthaler Str. 39 - 2, 10178 Berlin, Germany",4.5,591,"('SRID=4326;POINT (13.401685599999999 52.5244941)',)",,Nightlife,https://lh5.googleusercontent.com/p/AF1QipP4cZnv2-X7h2KPSIaahhk-C-LFej-JjULxeej5=w732-h552-k-no,,False,True,
BAR SAINT JEAN,2021-10-28 09:50:44.849827,GoogleMaps,"Ziegelstraße 29, 10117 Berlin, Germany",4.3,336,"('SRID=4326;POINT (13.3906125 52.523640699999994)',)","Trendy, low-lit setting for aperitifs. Moody, minimalist environment with inventive decor & outdoor tables, making aperitifs & snacks.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipOKvYZnRLp1III8xV4BTPdpcbGuvFnShHoUW7LK=w978-h552-k-no,,False,True,
TheCoven Bar,2021-10-28 09:50:44.849827,GoogleMaps,"Kleine Präsidentenstraße 3, 10178 Berlin, Germany",4.4,392,"('SRID=4326;POINT (13.4003482 52.522712299999995)',)","Cool, industrial-chic cocktail den. Craft cocktails in a low-lit, atmospheric bar with a stylish black interior & hanging cage lights.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipM0OohDOylPEdKgnKtz2sIHR-bcsZwQu0i7y6HR=w978-h552-k-no,,False,True,
Kvartira 62,2021-10-28 09:50:45.651564,GoogleMaps,"Lübbener Str. 18, 10997 Berlin, Germany",4.5,270,"('SRID=4326;POINT (13.437552 52.499808599999994)',)",,Nightlife,https://lh5.googleusercontent.com/p/AF1QipMiR_qN-OCQu0gkHKozIgKrNH-iQtgdhQh0BTk8=w732-h552-k-no,,False,True,
Newton Bar,2021-10-28 09:50:45.651564,GoogleMaps,"Charlottenstraße 57, 10117 Berlin, Germany",3.9,1359,"('SRID=4326;POINT (13.3911015 52.5129473)',)","Chic bar with wall photos & armchairs. Stylish, high-ceilinged bar with red leather armchairs & a wall-sized Helmut Newton photograph.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipP5luBpJMs48ebNGUhKQGbjf6XAipxfxPkiPNm8=w732-h552-k-no,,False,True,
Kim Bar,2021-10-28 09:50:46.452670,GoogleMaps,"Brunnenstraße 10, 10119 Berlin, Germany",4.2,102,"('SRID=4326;POINT (13.4002909 52.5311555)',)",,Nightlife,https://lh5.googleusercontent.com/p/AF1QipOS7GhLKVxSc0lwOkEp98KkJ1fL_LXehkakTie0=w978-h552-k-no,,False,True,
Charlie's Beach,2021-10-28 09:50:46.452670,GoogleMaps,"Schützenstraße 2, 10117 Berlin, Germany",4.4,504,"('SRID=4326;POINT (13.390460899999999 52.5083541)',)","Outdoor food court & bar with music. Buzzy seasonal stop for global food & cocktails at tables on the sand, plus DJ sets.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipN4mYHoHuYDSQt3uU97huyR9QuQYqxqdrRYSvs2=w480-h636-k-no,,False,True,
Sage Club,2021-10-28 09:50:46.453670,GoogleMaps,"Köpenicker Str. 76, 10179 Berlin, Germany",4.3,239,"('SRID=4326;POINT (13.4170483 52.5109876)',)","3-story nightclub with a swimming pool. Hip 3-floor nightclub playing mixed musical styles, with garden swimming pool & plush booth seating.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipNug1SK4L-p6LiC1KKRVUWVMZ0EbkQoy4xfb7Me=w480-h636-k-no,,False,True,
Angels Tabledance Berlin,2021-10-28 09:50:47.247782,GoogleMaps,"Schönhauser Allee 5, 10119 Berlin, Germany",4.8,415,"('SRID=4326;POINT (13.4103412 52.529499099999995)',)",,Nightlife,https://lh5.googleusercontent.com/p/AF1QipMSMuQBn87OJmAdw4d-mNJsaf14rZOg9-K1E-rk=w822-h552-k-no,,False,True,
X-Terrain,2021-10-28 09:50:49.903435,GoogleMaps,"Oranienburger Str. 40, 10117 Berlin, Germany",4.3,195,"('SRID=4326;POINT (13.3909784 52.525684999999996)',)",,Nightlife,https://lh5.googleusercontent.com/p/AF1QipNXN7pmBfHzVf2XzIcosJXf5uv2ICsug6QVf9X8=w480-h636-k-no,,False,True,
Cosmic Comedy Club Berlin,2021-10-28 09:50:50.217683,GoogleMaps,"Schönhauser Allee 184, 10119 Berlin, Germany",4.8,473,"('SRID=4326;POINT (13.409884799999999 52.529803099999995)',)",,Nightlife,https://lh5.googleusercontent.com/p/AF1QipPgBN1tGNxTFpj6lT4GkahfY-gTGrLg7XeRe_O4=w1188-h552-k-no,,False,True,
Belushi's Berlin Mitte,2021-10-28 09:50:50.217683,GoogleMaps,"Ziegelstraße 28, 10117 Berlin, Germany",4.4,183,"('SRID=4326;POINT (13.3909383 52.5236695)',)","Sports bar with a specialist burger menu. Informal chain bar with TV sport and live entertainment, plus a burger menu and global comfort food.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipMHXEHqUprJr8jTH6ULNiBADIceZA-M5oU_m2p7=w828-h552-k-no,,False,True,
Victoria Bar,2021-10-28 09:50:50.217683,GoogleMaps,"Potsdamer Str. 102, 10785 Berlin, Germany",4.4,633,"('SRID=4326;POINT (13.3638417 52.5013916)',)","Stylish cocktail lounge with sofas. Smart cocktail bar with hanging lamps, leather sofas, dark wood tables plus mirrors & wall art.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipOPE81DnyWZP3LtNj87rSSvpIuiBMoxPszaAWBD=w480-h852-k-no,,False,True,
QIU - Bar & Restaurant,2021-10-28 09:50:50.217683,GoogleMaps,"Potsdamer Str. 3, 10785 Berlin, Germany",4.4,116,"('SRID=4326;POINT (13.373901799999999 52.509054799999994)',)","Modern German fare, drinks & city views. Cocktails & modern German dishes in a chic, contemporary 5th-floor space in a hotel, with views.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipOQcR7W03IT7sEGyg0mWOS__UUZKfwIiC7CIhr-=w828-h552-k-no,,False,True,
